,text,label
1350,Aye hoye ... Mullas and triple talaq par to #Freedomofpress keh ke chup thi ...,0
1351,@narendramodi is bacchon ki hay lagegi  apko....koi kam ke nahi ho aap log..khali politics karte ho logo ki koi phikar nahi he.jawab do,0
1352,Waho sir nic ap ka cricket ka shot bi tej aur advance rahta tha aur ab ap ki commentry aur joke bi,0
1353,Humare politics ke hero ye bta do mujhe ki @Gorakhpure me Jo chote Bacho ki maut huai Hai uska jawabdehi kaun hai.kya wo desh ke future NH t,0
1354,tum BC yahan bhi politics kheloge. Shame on you. Tumhari failayi gandgi hai jo aaj doosron ko saaf karni pad rahi hai. Kam kya khak hoga.,0
1355,AJJ JO SAWAL / SINDH JE UNN SAKAFATI TAAREEKHI SHAHAR (MAAG) JO NAALO BUDHAYO JANHN JE NAALAY SAN BOLLYWOOD MAI FILM THAAHI WAI?,0
1356,Nawaz shareef bahar k chakaar laga lay.. Floods tou atty he rehtay hain mulk mai.. #Irony #Pakistan #PMLN,1
1357,And moral of the story I am reading is: kartavya se vimukh hokar shanti paana asambhav hai #irony,1
1358,69 lakh de dete to aj 5 cr na dene padte...aur sabi jaan bhi bach jate...jai ho hai politics....,0
1359,"Perera ko koi batao ke cricket wapis laani hai Pakistan mai, khatam naee karwani khabees shakhs.",0
1360,@dhruv_rathee jisko Jankari hai wo Teri baat nahi aayege..but tuje pata hai ki Desh ke Yuva zyada politics main knowledge nahi hota..,0
1361,RSS VALE HE YE UNHE KUTCH BHI FARK NHI PADTA AUR UPAR SE VAHA PER BHI POLITICS KARAGE .......YOGI,0
1362,tum ny to rishwat li the aur ab khel rahy hu sharjeel tu beqasoor h tu wo q cricket say door h,0
1363,"#ViruPanti @StarSportsIndia @virendersehwag  Chennai ke dosay, Delhi ke paronthay, cricket chalti hai darshakon ke bharosay",0
1364,Balochistan Mein Cricket Ke Furogh Ke Liye Mazeed Stedium Banane Jahen Ge. Wafaqi Wazir-E-Parilmani Amoor.,0
1365,"Woh tasweer, Zara gaur farmana.......woh tasweer lakhon mai bik gai......jisme ek bacha roti na milne per udaas tha... #UrduPoetry #irony",1
1366,@MaryamNSharif jo b karo nawaz ab politics se farigh ho gaya he aur ik ne rok k dika diya ab bolo rok sako to rok lo,0
1367,"Aao Cricket Match Dekhe, Rohit Ka 100 hone wala hai #INDvSL",0
1368,Tumlogo ke ankhon le politicians ne parda daal rakha hai . 72 hooro ka sapna dikha ke chutiya  bana rahe hai apni politics karne keliye.,0
1369,@narendramodi POLITICS SE DESH BANAAO DESH BADHAAO DESH KO DEKHO DESH KA KAAM KARO DESH PAR DHYAAN LAGAO DESH KE LIYE DRAMA KARO,0
1370,Ye ha #ARYNews ki reporting???? 2sron ko ghaddar kehne wale khud #Bollywood ki lrkian dikha rhe hen...@mahboobrauf @Salman_ARYpic.twitter.com/eA2NLMXfyZ,0
1371,"Rawalpindi: Pakistan Main World Eleven Cricket Team Ko Khushamdeed Kahtay Hain,Pur Aman Aur Khail Pasand Qaum Maizbani Ko Baytab Hai,DG ISPR",0
1372,Lo ji @RanaAyyub aapka bhai aapki raksha karne aa gaya aaj rakhi bandhwayega kal nikah karke triple talaq dega.lekin rishta aapke layak hai,0
1373,Zahir hy fan tu aandhy hi hoty hain 15 sal sy cricket khyl raha hy 100 sirf 2 hain,0
1374,"@MohsinHijazee Pakistan mein 'na bus chalti hai oor na bus chalta hai"". #Irony",1
1375,"Bhai kuch na kuch politics khel jayenge ye yaha bhi, dekh k",0
1376,"Chot dil pe lag gayi kya sir? waise 'Modi of cricket' se aap samajh gaye na, mai kia kehna chahta hu? ab socho kyu samajh gaye?",0
1377,kitna nichhe gir gaye hain lok bachhon k marne par politics kar rahe hain chhi,0
1378,"Ab kya unke gunaah karne ka wait karte kya? Ki #tripletalaq de ya #gauhatya kare ya #riots Kare ya #isis join karte , justice delivered",0
1379,Abhi tak ye baat samajh main nahi aai triple talaq musalmano main ban huvi hai lekin khush hindu and media ho rahain hanin,0
1380,"#Lahore: #WorldEleven Kay Khilaf Qaumi #Cricket Team Ka Elaan, Sarfaraz Ahmed Team Ki Qayadat Karain Gay",0
1381,Jalne ki badbu aa rahi hai beef band hai triple talaq band aur halala ki dukan bhi kya kare bibi ki hi mil jaye to eid man jaye,0
1382,"Dr Suresh Ji Mane Ki jarurat Hai, Selfish wali Politics Nahi Chahiye",0
1383,"#veerupanti #virendersehwag  Jangal me sher ke dahaad, Aur cricket me veeru ke maar,  Virodhi ki siitti pitty gum karne ke liye kafi hai",0
1384,Dhoni maar raha hai.  #IndvsSL #dhoni #cricket,0
1385,"Cricket me jo sabse aage h unhe kahte hai bhagwan, Or Balle k sath sath Baat se v Pak k chhakke chhuraye use kahte h SeHwag.. #ViruPanti",0
1386,Neta ji itna din se politics kar rahe cast per lakin wo log ka development ka kaam kuchh nahi kiya chomu bana ke vote liya,0
1387,Parents ke sath hone ke bawajood agar tum kisi ladki ko side se checkout kar lete ho to tumhe bharat ratna dia jayega #sarcasm #sarcastic,1
1388,Dear #NarendraModi  Woh #TripleTalaq ka matter to clear ho gaya. Ab hum Hindu bhaiyon ka saat janam ka issue bhi dekh lijiye pls. #ThankYoupic.twitter.com/UNeMixM7kh,0
1389,"Triple Talaq, Halala  Re-Marriage Sab ek hi din me kar Lenge kya #NitishKumar #BiharBreakUp",0
1390,Arey bhai yeh love jihad triple Talaq gow Mata Issey aage Kab badhoge sirf danga karate ho aapka juice kuch nai jata garib insan Marajaata,0
1391,Afridi Bhai apni bannu ke liye  kuch bhi nahi kiya hai zara socho bannu main cricket ka kelna bahot kharab hai,0
1392,U.P valon kripya apni kursi ki peti kaskar bandh le! Ab Vikas bohat tez hone vala hai.  #sarcasm. #yogidhongi,1
1393,Bibi kal triple talaq ke buri khabar ke baad aaj bohut khush lag rahi hai. 30 Indian Jo mar rahe hai,0
1394,In mla ka hya log sharm yeha tk behaya ho gye hai.Janta ka dukh vinash ka karak honga.Modi ji kha gye .Hai re politics ke log.,0
1395,"Kabi to""politics""se alag hatkr baat kiya kijiye..desh ki muslim bahno k saath milkr unki khushi ko duguna karengi to bahut accha lagega..!",0
1396,Jaldi se tirange ki tasveer dhund lo....desh prem dikhane ka din aa raha hai...#sarcasm #harshtruth #socalledpatriotism...,1
1397,"Lol tu Kya chahta Hai sadak se le Jaye , or Nuksan ho Or Tere JAise Bandh ko politics ka or chance mile",0
1398,"Sir bihar me cricket layiye sabse pahle,aur #bagaha me stadium banwaiye,aur jagah ko district declare kariye",0
1399,Yaar tu @samiprajguru cricket anchor keese ban gaya!! Tumse ganda anchoring karte aaj tak meene kisi ko nahi dekha.,0
1400,Ye ac ka pasina nahi h mare bhai 1 din dhup mai cricket khelo aaukat pe aa jayoge  ##salute my indian lady  ## jai hind,0
1401,Mujhe daant te hain aur mujhse darte bhi hain.... #irony,1
1402,2/n pehle aap ko jawaab dena hoga.ye federal sarkar hai. health minister sahab senseles ho gaye hain. 70 Bacho ke marne ke baad bhi politics,0
1403,Pakistaniyoun Main Cricket Ka Ghair Maamooli Josh Wa Kharosh Paaya Jata Hai. Nojawan Apne Heros Ko Khelta Dekh Sakenge. Micky Aarthar,0
1404,"Jab desh me halala, triple talaq , 5 shadi ye 18-20 bacche paida karna kuch log band kar denge",0
1405,"Yar Jo Chahta hai Pakistan me cricket ho he na, Wo Apni haar Kese Dekh paye ga yar, #BurnolImranBurnol",0
1406,Abe chutiya..... Tere gharka koi baccha marta tab bhi tu yahi bolta.... Sharm kar masoom baccho ki mot pr bhi politics kr raha,0
1407,Triple talaq ko MULLA nahi khatm honay dete...get a brain!,0
1408,"nidhi rajdan kabhi kisi ko triple talaq,polygamy,multiple marraige pe chup nahi kara saki",0
1409,Meanwhile China be like: Agar Triple Talaq aur Ram Rahim se chutti mil gayi ho to meri dhamkiyon ko seriously le lo warna mai ro padunga.,0
1410,Bhai adnan sir ne kya politics ki.... Kuch bhi mat likho...  Kuch hai to saaf saaf likho,0
1411,"Jiska koi kasoor nahi hota, politics  mai marana ussi ko padta hai, bali ka bakra kisi ko tho banana padega",0
1412,KARAULI JILA CRICKET team 17 year vijeta GSS banki hindaun city Koch Kamlesh Choudhary  S D M hindaun se sheeled prapt karte huye pic.twitter.com/rCST2rE8sQ,0
1413,"Abe suar ki aulad,TRIPLE TALAQ nd HALALA ki santan.ab tere jaise babar ki aulad jisne temple giraya wo Tiranga ki baat karenge.",0
1414,Vahi trend chal raha hai #tripletalaq,0
1415,Triple Talaq bann hone ka dard saaf.dikh raha hai mullo mein,0
1416,Sirf Mera Naam Rahul hai main cricket acha chalta hu bas Academy Main Koi aage nahi padhne data,0
1417,India meh Ambulance ke peeche sabko chalana hai parr ambulance ko side koi nai dega. #Irony,1
1418,"Tum jaise madarchod kutto ko 2 kodi ki akal hai ni, 2 kodi ka kuch pata nahi bas bhaukna hai. Harami kutte bacho ki maut pe b politics kr re",0
1419,@Riteishd bhai aap politics me permanent ho jao waise bhi filme to 2 kaudi bhi nhi kama pa rhi kyu producers ko bhikhari banane m lage ho...,0
1420,4th odi match win ke liye Indian cricket team ko badhai.&virat kohli ko man of the match ke liye badhai.,0
1421,"Yaad dilaata hai #December, Kisi ke kaleje ka sard ho jaana ... #Sarcasm",1
1422,"Ho Gayi politics suru,koi bhi accident ho jaye aur ye politician apni apni roti sekna suru kr dete hai help k liye koi aage nhi aata hai.",0
1423,"Sharam aani Chahiye siddhraj solanki,is waqt har ek Dil ro Raha un baccho ke liye,aur tum politics khel rahe.. pathetic",0
1424,Triple talaq ke sath sath dowry ko rokna padega-deemak ki tarah khokhla kar degi samaj ko,0
1425,Sir Mai apse cricket sikhana chata hu mujhe apaka help chahiye,0
1426,"Sir ji apne kaam pe dhyaan de..janta janrdhan hoti h,bheed dekh k anumaan na lgaye nd pls lets upheld the politics of bihar dont degrade.",0
1427,In per kisi ki 'Ghairat E Emaani' nahi jagay gi aur a-holes is ko defend karnay aa jain gay. Politics is total shit!,0
1428,Bhai aap politics me janseva ke liye nahi aaye hai.sab leader ghotala Karen ke liye leader bante hai.aap bhi milk ke dhule nahi.,0
1429,ye sirf vote bank hai or kuch v nhi bjp dharm wali politics kr rahe hai,0
1430,"Jab Triple Talaq k verdict aaya to Taarif & apni peeth thapthapai. Ab jab Sahi insaf hone laga to Me Lord ko gaali? Vyapam, Grkhpr,MLkhatar",0
1431,@awasthis sir ye dekh ke bahut bura lagata kab hoga katam ye sab islliye hum bharat mata ki jai bole sharmshar hai Indian politics very sad,0
1432,Lol shr is pateechar of politics ...:D kisi aur ka haq mar rahi ye,0
1433,Ye kya badtameeze hai mera paisa Aisa logo ko kaise de diya accha aap bhi vote bank ki politics karne lag gaye .ab desh badal rha hai mera,0
1434,"Teri maa ki chut bahan ke lode, madarchodo ko politics chahiye har jagah bahan ke lodo ko",0
1435,Hindi me bolra bhai South me nahi ayega Pata par ye bollywood waale bahot Mc hai sir ke 1 week baad release karte hi hai,0
1436,Triple talaq khatm karwa k bechare ki life line jo chheen li.....in logon ne.,0
1437,Yaha mera bihar duba hai...aur bhai tujhe politics aa rahi hai.. pic.twitter.com/Ctnc2NKfMs,0
1438,Haan Tabhi To 2002 k Case Me Ab Faisla Sunaya Gaya HainSab Politics Hain,0
1439,Kitna bhi kuch kar lo AAP...BJP Jaisa politics nhi ho payega..Jitni jaldi samjh jaye acha ha.Delhi me hai wahi tak rhe..,0
1440,Chennai/Bangalore me flood hua toh National issue..Assam me har sal hota hai..kisiko fark nhi padhta..#Politics,0
1441,Band honi chaheyai triple talaq . Yai logo (Muslims) ke policy he hote hai 4 wife 24 bacchai sala ek colony bana deita hai,0
1442,"Ab utna yaad rahta hai kya uncle waise bhi main kaam kaaj wala vyakti hoon, aapki tarah har samay politics lekar nahin baitha rahta hoon",0
1443,"Aitihasiq bhaijaan, 'jab Virtue signalling bhi karna ho aur spin bhi' Bhaijaan abb  politics se aage journalist ke taraf kadam badhate hue",0
1444,Indian politics ko ek Alag Aur sakaratmak raah per le jaane wale  yug purush sri arvind Kejriwal ko hamari Aur se janamdin kee lakh lakh,0
1445,Ye kyaa baat hui #TripleTalaq  nahi to ye hi tarika ajma liya pic.twitter.com/mUoyzsTXvh,0
1446,"Koi inhe puche ye votebank politics nai kar rahe tobkya kare hain,  khattae??",0
1447,Triple talaq ho chuka Hain,0
1448,Gareebi Hatao Nara kisne diya tha ..... gareebi nahi Hati .... gareeb hat Gaye #irony,1
1449,"Sahi keh rahe, isliye abhi 3saal kewal kaam kijiye baad me 2saal politics.  @UPGovt @BJP4UP",0
1450,Aur kuch Lafafa journalist ka kaam hai hukmat ki kushamad hota hai..woh iss qomi moqa par bhi??? #irony,1
1451,koi bhi sim le lo agr aap ache cricket player nahi hai to call to drops hue ge he,0
1452,Logo ki demand hai resign to magiye aapki party hai na waha par aap bhi politics kar rahe hai amit shah..milke ke bus vote ke .,0
1453,"Triple talaq is a political conspiracy against Islam& Muslims. Sirf Talaq thrice bolneh se Talaq Nahi hota, marriage Bacho ke Khel Nahi hai",0
1454,In so called bhagwano ne god ka majak bana diya medal kya cheez hai. Jab tak vote k lie politics hogi ye drama chalu rahega,0
1455,#Cricket_News: Lahore Award Takreeb One Day Ky Behtreen Khilari Ka Award Babar Azam Ke Name  #AQiB_NAWAZ,0
1456,Kyun bhai  isme kya politics hai kal mantri batainge aaj maine bata diya,0
1457,Cricket me jb har hoti to captain sara ilzaam apne sir leta h  Jab politics me UP bachcha hatya kand jaisa koi durghatna hoti to rajya...1/2,0
1458,Ckt News: S Ajmal  Sohail khan k BaaD Ab  Umar Akmal Aur SharJeel khan Ko Be Wajah Cricket se Door Kiya Ja Raha Hai J Miandaad#AnSaR,0
1459,"Bhai Lok Priya hone ke liye BOLLYWOOD ko pal rakha hai desh ne, PM ko DESH ka vikas karne ke liye banaya hai,Khud STAR ban ne ke liye nhi",0
1460,Arre yaar rapists baba se triple talaq keu jaa raha hain...tum log under se itney khokhle ho Kay koe ek topc ke charcha karney ka himmt nehi,0
1461,"Nahi bhai, Aj tak Bollywood me ek h movie hit hui hai aur uska naam hai DESHDROHI",0
1462,Inn b**** ko har baat par politics ghusani hai,0
1463,So you are supporting instant triple talaq.shame on you. Kisi be such kaha hai ki aurat hi aurat  ke sabse badi dushman hoti hai.,0
1464,#TripleTalaq kabhi talaaq kabhi #Rammandir is desh ke log kitne chutiye ho gaye hai BJP govt ke baad.,0
1465,No hame to khushi hai ke pakistan me cricket dubara ho raha hai,0
1466,Vahi society aage badhti hai jisme auraton ko respect aur freedom of choice diya jata hai . Y resist banning Triple Talaq.?,0
1467,"Sharjeel Khan K Khilaf Faisla Sakht Palesi Ka Akaas Hai'Cricket Me Bad Unwaani Ki Mashkon Ko Qatai Bardasht Nai Krenge. Najam Rpt_Safi_Mehr,",0
1468,"log kya kahte hai kya nahi wo hakikat nahi hoti ,aaj hum sirf politics agende main ji rahe hai news wale or netao ki soch ko ji rahe hai",0
1469,Bahut khoob bete.. Fir Muslim women aur Triple Talaq me Rand* Rona kyo ?,0
1470,"In marriages in india ppl be like, 3 katori paneer ki sbji, 10 puri aur 5 naan  khaane ke baad ....khana badhiyan nhi laga yr..  #sarcasm",1
1471,Ye murkh ne Hindu ki Ram Janmbhoomi prati astha ko Muslim triple talaq ke sath tulna ki hai.Ye Ram Bhagwan or Hindu ka apman hai..,0
1472,Sirji Jaan ki koi keemat nhi Hoti .par laasho par politics kaha jaayaz hai,0
1473,Muslims divorce Kahan karte hain? Woh toh triple talaq karte hain,0
1474,"Nahi suna kyunki triple talaq shayad hi kisi ko hogi, Par apni biwi ko talaq diye bina chor dene ki saza suni hai",0
1475,Sala shachi maharaj papi hai sakal dekho sale ki chor aur gunda lagta hai mujhe nahi lagta hai isko ye politics me kyu aya....,0
1476,mean munfaqt bhi haad hoti hai Ik bura hai But Altaf Hussain ko Support krein gy  #Irony,1
1477,Triple talaq mahzabi mamla hai aur ind ka qanon har aadmi ko uske mazhab pe amal karne ki pori aazadi deta hai..!!,0
1478,Jo hastay thay CNG ki lambi lines per..  Aaj kharay hain unhe lines mein.. #Irony #PMLNPetrolChor,1
1479,Jo vyakti carodo logo ko yog shikhake nirogi rakhata hai usko hum mante nahi aur khali 1 match jitati cricket team ko hum sir pe bithatehai,0
1480,"Aankh ka andhaa, naam nayan sukh, Minority ka dushman, naam Republic #irony",1
1481,Politics : Yahan kal jisko chutiya bola jata aaj ussi se dosti kia jata hai.,0
1482,Bawana me logo ko laga EVM ka koi bhi button dabaoge to vote bjp jo Ho jayega isliye logo ne AAP ka button dabaya.. #Sarcasm,1
1483,"@SajjadHashmi ,Huh!! khan sahab nae corruption,loot maar ,aur khandani siasat ki BAJANI thi , aur ab BAJA kis ki rahay hain #irony #NayaPak",1
1484,#SakshiMaharaj Kya fooka hai aapne aaj?bahut achi quality ka lagta hai Tabhi aise statements de rahe hai! #irony #GaneshChaturthi hai aaj,1
1485,Nakki ye maulavi he ya maulavi ka dalal qk triple talaq ban se sirf vohi dukhi he jo halala ke naam pe havas mitane ka dhandha karte the.,0
1486,Lalu ne bihar ki seva karte hue kitne ghotaale kiye h iske baare me jaise aapko pta hi nhi hai khair choriye apka kaam politics karna....,0
1487,"Kon political party ,ya poltical man sahi hai, koi nahi, pichle 20000 sall ya jab se politics bani hai tab se aaj tak shanti nahi hai.",0
1488,Aik pagal Tha jo cricket khelta tha jiske lakhon nhi karoro deewane to they aur humesha rahenge thank you afridi,0
1489,"Desh ke liye daudo toh koi na poocho, baghi ho toh saba hee suni baat  #sarcasm #PaanSinghTomar #IrfanKhan",1
1490,Hi harbhajan bhai how are you i am jaipur cricket Rajasthan,0
1491,Apne kya kiya un bachon ke liye. Tell me one thing. Sir kabhi to politics se upar socho.,0
1492,Cricket Main TaBDeeli FrancHies & SpoNcer Ki WajaH Se Aa RaHi Hai. KaHa Gaya K FrancHies Lene K Liye Koi Tayyar NaHi Hoga NajaM SeTTHi,0
1493,Politics le doob rahi hai #Indvpak match ko  Jab pak se vyapar ho rhe hai lagatar log aa ja rhe hai tog sirf match khelne me hi dikkat kyo?,0
1494,@myogiadityanath 66 hazaar rs maheena paane wala gareeb aur siksha vahan nhi karsakta?? use aarakshan. Aa gye line pe?? OBC vote politics??,0
1495,"Wah!Log yahaa laaparwaahi me baccho ki jaan bhi le le to shameless Nahi.Politicians whose job is politics, wo apni job bhi karey to shameles",0
1496,Qaom yad Rakhy ge Hamesha K Murd e mujahid Najam Sethi ay Or Pakistan mein cricket ko wapis lana Mein koi kasr na chori,0
1497,Aaz Rajad zitna maharaillyme kharzkiya hai.Agarisiko badhpiritoko diyajatato ise achha politics kaha jata.yeghatiya Aur ganda kutneetihai.,0
1498,Inn Reshmi zulfon ne maar daala! @SunnyLeone #mtvsplitsvilla10 #funtime #mangobollywood #BollywoodStars #bollywood #bollywoodactresspic.twitter.com/HkoKr7yKgo,0
1499,"Tet 2011walo ke sath aap bhi politics ker rahe, jaise sapa ne kiya, unko hamne jawab diya tha lagta hai aap bhi yahi chahte hai",0
1500,"Unfortunately in this country, Hindu/Muslim ke muddo ka Zinda rahna jaroori Hai, jisse politics chalti Hai, bachcho ka nahi...",0
1501,sahi se jaake padho. Instant Triple talaq ban hua hai naki Triple Talaq. Hamesha gadhe hi rahoge.,0
1502,"Bhai woh deshbhakt hai bot badi .... or Abhi Abhi uska adhar card bhi bana hai , so don't put at finger on her #sarcasm",1
1503,Bharat arun se zyada wickets to @imVkohli ne liye huye hain aur wo to bowler bhi nahi hai. #Irony,1
1504,"Muslim personal law board: Women can pronounce triple talaq too.  Me: Abbe chutiye, par jaaegi kahan wo talaq deke?",0
1505,@ChouhanShivraj towards.. bharat nirman #irony,1
1506,Bollywood ke chaatu kaisa behan ka dinna hai be tu ? Koi screen pe ake Hag bhi deta h to tu waah waah jhuthi tareef karta h Dumchalla sala,0
1507,#Cricket News: Hashim Amla Ne Shaandaar Batting Ki. Thisara Perera Ki Innings Bhi Achi Rahi. - #Sarfaraz Ahmed,0
1508,Bas Beta Marne Tak Padh Lo Fir To Maze Hi Maze Hai #sarcasm #trending #retweet,1
1509,#ManmohanSingh : Humein shaanti se kaam lena chahiye.  #NawazSharif: Hum bhi shaanti ki lene mein vishwaas karte hain.  #Irony,1
1510,Pur masla ye hai meray bhae k imran khan corrupt nhi hai na usko aisi politics aati hai jo mulk or awam k mafaad main na ho,0
1511,"11 mulkon ki cricket hmary peeechy hai lekin PAKISTAN ko hrana mushkil hi nhi , NA MUMKIN hai ...  #wewontheindependencecup",0
1512,Wo Tasveer Lakhon Mein Bik Gayi....  Jis Me Roti Ke Bagair Bachcha Udaas Tha!! #Shair #Irony,1
1513,Pehla jake Kapil mishra se certificate leke aaa... besharam to vo log he jo innocent bachcho kee maut pe politics khelte he!,0
1514,Cricket ANISHCHITTAO KA KHEL HE #ViruPanti   UNHONI KO HONI KAR DE WOHI DHONI,0
1515,Are baba triple talaq ka kya hua????  Kuch hua v ya public ke liye masala de ke gayab...,0
1516,Ye sab bacvash kaise kar  lete hai log jab congress ki baski nahi hai to ye sab karwa sakti hai sarm aani cahiye I het you politics india pic.twitter.com/5c710rcEqz,0
1517,Astha in Triple Talaq Not ComparableTo>Astha in Ram/Ayodhya/God/Allah/ Mecca.Astha in TriTalaq Comparable to>Astha in Sati(abolished by law),0
1518,Politics ke chakar me kanoon ko bhi kamjor kar diya.,0
1519,"In Dubai, Triple Talaq is banned.",0
1520,Aur aurat ki badi fiqr hai tujhe to pehle burqha sur triple talaq pe kuch bol .Phir yahan ake apni upbringing dikhana . Gandi nali ke keede,0
1521,Mullah ki sulag gayi hain.. Iski maa behan ko triple talaq mile aur halala bhi Ho..,0
1522,"Bhai ye politics game hai, opposition ko oppose karega hi.. Par ye case tha women rights ka,Cong ne satta me rah kr bhi samarthan nhi kiya",0
1523,"Tet 2011walo ke 6sal ka wait politics me chala gya, keshav ji loksabha me to tet ke sath the, ab kya hua",0
1524,"Ajeeb Desh Hain Humara ! Pizza aane mein 30 min ki Guraantee aur Ambulance ? "" 3 Idiots #DialogsYouRemember #Sarcasm !",1
1525,"KyunkiYeh India Hai,aurYahan HarTarahki Chhoot Hai,Jo DoosreDeshme NahiMilti,Jaise'TripleTalaq',Jo Kai LogonkePyarePakistanmeBhi Manaa Hai!",0
1526,Aur isi k sath TV pe Triple Talaq ka debate start ho gya h.... aap log is khabar pe zyada dhyan n de. Triple Talaq dekhe. Order by Chu media,0
1527,#Bollywood #actor #sunil #shetty apni feelings nu share kita shri darbar sahib nu lake bohat pavitar asthan hai....pic.twitter.com/c5eNNePnEj,0
1528,1500 yr old shariyat law ke peeche duniya bhar me logo ko maar rahe ho. Triple talaq halaka 4 shadi. Aisa lagta kisi ne apne hisab se likha,0
1529,#TripleTalaq Jo ISLAM Mein Hai Woh Hai. KOI KON HOTA HAI BANNED Karne Wala.?? JAB MUSLIMS ACCEPT KAR RAHAY HAIN TOH KISI HINDU KO KOI RIGHT,0
1530,"politics to sab karte hain, aap bhi humara sath kar raho ho. meetha meetha bhashan de ke",0
1531,Ye dancer ka kya role hai politics me aur bhajpa bhagao desh bachao me ... Saalo ye likhna chahiye.. laaloo bhagao ya khud  ko bachao...,0
1532,"Sabhi Bhakton, Liberanduon, AAPtardon, Congiyon ko #IndiaIndependenceDay ki badhai. Aaj to ek rehna, politics to chalti rahegi. #JaiHind",0
1533,Jisko bhi kaam karna ho cricket insider ke saath to ye original ID hai kyunki main dhokha kha chuka hai pehle nakli walo se  U r great bro,0
1534,sahi hai triple talaq me PM ne baat ki  aurat koi bache paida krne ki machine nahi hai,0
1535,@Sir Ajinkya Rahane.... Khamoosh apna cricket khel ulte Bayan bazi mat kar chuthiye,0
1536,Why there is #RakshaBandhan after #FriendshipDay  Kyunki ek ladka aur ek ladki kabhi dost nahin ho sakte #Bollywood,0
1537,Cricket News: Baad Jise Captain Banaya Gaya Use Bhar Poor Himayat Karoonga. 2004 Se 3no Formets K Liye Khel Raha Hoon. AB De Villiers,0
1538,Kuj ni badlne wala q ki politics hi bhout kutti chij h cahye koi v party q na ho SB ek jaise hote h apna ghr bhr jaye bs Janta gyi Pani lene,0
1539,"Chinese President Tweets in Hindi ""Arre indi log, Tumhara triple talaq aur RamRahim topic khatam ho jaye,to meri dhamki per bhi focus Karna""",0
1540,"Lahore: Cricket World Eleven Ka Muqabla Kuch Dair Baad Hoga, Shaiqeen Ki Barri Tadad Stadium Ke Bahar Mojood B.R: Z.A Jatoi",0
1541,@iHrithik with fans on the sets of Kabhi Khushi Kabhie gham in London  #HrithikRoshan #ThrowBack #bollywood pic.twitter.com/GeTAD4mM96,0
1542,"ek Manoj Tiwari cricket khelta hai doosre ke saath 2 dinon se Dilli waale, agenda kya hai Bhai?",0
1543,"#TripleTalaq ki itni khusiyan  Tow muslim aurate bhi nhi nahi mana rahi ,  Jitni khusi ki diye ye modi bhakt jalaye hain",0
1544,aap bhi sabhi cricket fens ko naraj kar dete ho ek esi pari khalo ki sare desh yad rekhe,0
1545,Ckt_News S Ajmal  Sohail khan k BaaD Ab  Umar Akmal Aur SharJeel khan Ko Be Wajah Cricket se Door Kiya Ja Raha Hai J Miandaad  #SiKanDeR_ALi,0
1546,muslim aurto ko #TripleTalaq se mukht karne walou phle apni aurto ko #rapistbaba #RamRahim  jayse logou se mukh karlo #Deraviolence,0
1547,"'Hamane bhi kya 'Hira' paya hai, jis Hire ne cricket ki duniya chamkaya hai Aise hi chamkate rehna @msdhoni  bhai.All The best 4 300th ODI",0
1548,Love jihad Tripletalaq  anti romeo Anti dalit Unemployment  Gaurakshako  Se janta pareshan hai,0
1549,"koi agar 3 lakh kahe ,to #TEENTALAQ NA ho jaye #TripleTalaq",0
1550,@sambitswaraj agar owaisi abhi equality ki bat kar raga hai to triple talaq ke bare mein kyu against hai pl ask him,0
1551,#Cricket_News:  Umar Akmal Aur Kamran Akmal Ko Har Iss Coach Se Takleef Hai Jo Inhain Na Khilai....* #WaqarYounis #AQiB_NAWAZ,0
1552,Pakistan Cricket Team K Captain Sarfraz Ahmed Ne Qurbani K Liye Janwar Khareed Liya Hai,0
1553,@bollywood_life Chiti aayi hai aayi hai chiti aayi hai Kudos @gulenaghmakhan pic.twitter.com/FEXctl8sVX,0
1554,Rajasthan me bhi Pani Adhe India me Pani ab cricket match bhi Pani sala ye duniya Pani ke Bina possible nai hai na yar,0
1555,Hindi filmo ki piracy ka standard din-b-din girta ja raha hai :-( #Bollywood #hindimovies,0
1556,helloMedia? Ji sir! Koi gadbad hogayi kiya?Are yeh rozgar ka mudda garam ho raha he. Zara tripletalaq par koi debate karao.,0
1557,Rohitbhai politics me niche uttar ne ki koi bottom line nahi hai kya?,0
1558,"Leepa poti ka parda fas ,ab triple talaq aur halala band ....",0
1559,"Ye baba  nhi hai Ye to kutta hai. Hero ban rha tha movie krta hai. cricket khelta hai, dance krta hai. Ye yogi nhi bhogi hai Saale Harami",0
1560,Cricket News: Fast Bowler Rumman Raees Aaj Zindagi Ki Nai Inning Shuru Kar Rahe Hain Rumman Raees Aaj Dulhaniya Ghar Layenge.,0
1561,Koi bhi Gov.apne state me is tarah ki ghatna par politics nahi kar sakta..kyu ki virodhi ko ek mudda mil jata hai counterpart karne ke liye,0
1562,Dil bi match hota hai. Ab to triple talaq be ban hai. Nidhi khush hai aur Omar pareshan hai,0
1563,"Sanjeev, Suchitra Sen, and Gulzar.  #SanjeevKumar #Gulzar #GulzarSaab #suchitra #HappyBirthday #Legend #Friends #Bollywood pic.twitter.com/yN4uPkl53A",0
1564,Aur triple talaq pe kyu nahi bolthe lalu Jee...Muslim aurato ke saath kitana galat hua hai aajtak...tab lalu Jee bhains charane jaate hai,0
